# master lattice 33^3: u=linspace(-2.0,1.0,33)  w=linspace(0.0,0.4,33)  z=linspace(-2.0,-12.0,33)
# y is the degenerate inclination axis, y == 1.0 everywhere (apex_of_uwyz ignores it and sets x = 1)
# sub-grid shape 15 x 9 x 1 x 9 in (u,w,y,z); rows are in ij order over (iu,iw,iz)
# spin p0 e0 inclination pos Edot_tot Ldot_tot Qdot_tot Edot_hor Edot_inf Ldot_hor Ldot_inf Qdot_hor Qdot_inf elapsed  iu iw iz  u w y z
9.9996837722339826e-01 1.1516880024396423e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.1100000000000000e+02 5.2405956735424308e-02 1.1431110191974565e-01 1.0574714094974824e-16 -7.3797812894324816e-03 5.9785738024855005e-02 -1.6112038743204722e-02 1.3042314066294619e-01 -1.4910985180249641e-17 1.2065812612999356e-16 3.6822754120901227e+03 4 8 8 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -4.5000000000000000e+00
9.9999822172058994e-01 1.1305282382970696e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.2100000000000000e+02 3.9312289472509435e-02 8.4333449879359271e-02 -1.7852879381965243e-16 -5.6411060298519151e-03 4.4953395502359210e-02 -1.2113479861004743e-02 9.6446929740359316e-02 2.5644751340303047e-17 -2.0417354515994589e-16 8.0511987287206575e+03 4 8 12 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -5.7500000000000000e+00
9.9999990000000005e-01 1.1253414882873409e+00 1.0000000000000001e-01 1.0000000000000000e+00 8.9500000000000000e+02 3.5138853691952111e-02 7.5030461992986963e-02 2.3407178656643874e-17 -5.0599107996943593e-03 4.0198764491642745e-02 -1.0815175674759366e-02 8.5845637667738658e-02 -3.3705776834222366e-18 2.6777756340064137e-17 1.0030706953462213e+04 4 8 16 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -7.0000000000000000e+00
9.9999999437658671e-01 1.1241004257802862e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.0500000000000000e+02 3.4045620077733117e-02 7.2608977361883043e-02 5.6930080509730861e-17 -4.9059025480097888e-03 3.8951522625739581e-02 -1.0473469566193310e-02 8.3082446928068501e-02 -8.2129804550053635e-18 6.5143060964731528e-17 1.2349639857884496e+04 4 8 20 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -8.2500000000000000e+00
9.9999999968377229e-01 1.1238054744485346e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.1500000000000000e+02 3.3779242153893323e-02 7.2019843139072809e-02 -6.4957091125434789e-17 -4.8682662420455498e-03 3.8647508395935164e-02 -1.0390097271091612e-02 8.2409940410158089e-02 9.3733807096912256e-18 -7.4330471835118662e-17 1.3391978463131003e+04 4 8 24 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -9.5000000000000000e+00
9.9999999998221722e-01 1.1237354936337107e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.2500000000000000e+02 3.3715655469007025e-02 7.1879261602487893e-02 -8.8276034070559632e-17 -4.8592829246493678e-03 3.8574938393653987e-02 -1.0370204839742716e-02 8.2249466442225722e-02 1.2736910662571744e-17 -1.0101294473312403e-16 1.3773113793911412e+04 4 8 28 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -1.0750000000000000e+01
9.9999999999900002e-01 1.1237188967852061e+00 1.0000000000000001e-01 1.0000000000000000e+00 9.3500000000000000e+02 3.3700554609789289e-02 7.1845878510824343e-02 6.2825021796452736e-17 -4.8571442130611216e-03 3.8557698822846896e-02 -1.0365469378795003e-02 8.2211347889611361e-02 -9.0617949949372247e-18 7.1886816791384320e-17 1.2973625232217833e+04 4 8 32 -1.6250000000000000e+00 1.0000000000000001e-01 1.0000000000000000e+00 -1.2000000000000000e+01
9.8999999999999999e-01 1.5772983821063158e+00 1.5000000000000002e-01 1.0000000000000000e+00 9.9000000000000000e+02 8.6263578742393363e-02 2.4258178565086577e-01 -3.4593733282936875e-16 -7.8354678915279283e-03 9.4099046633921365e-02 -2.1996252506542902e-02 2.6457803815740377e-01 3.1380039477741365e-17 -3.7731737230710997e-16 5.8126617346331477e+02 4 12 0 -1.6250000000000000e+00 1.5000000000000002e-01 1.0000000000000000e+00 -2.0000000000000000e+00
9.9943765867480960e-01 1.2750244526615964e+00 1.5000000000000002e-01 1.0000000000000000e+00 9.9100000000000000e+02 7.7529110466272186e-02 1.8041330505511391e-01 -4.4628777112283021e-16 -9.6817815156666175e-03 8.7210891981937058e-02 -2.2547579027699896e-02 2.0296088408281016e-01 5.5779244623423890e-17 -5.0206701574625486e-16 2.0535782962972298e+03 4 12 4 -1.6250000000000000e+00 1.5000000000000002e-01 1.0000000000000000e+00 -3.2500000000000000e+00
9.9996837722339826e-01 1.1986347510077622e+00 1.5000000000000002e-01 1.0000000000000000e+00 1.0010000000000000e+03 5.1636933709702133e-02 1.1392584331961321e-01 -8.7355559157073294e-17 -6.9620823598739836e-03 5.8599016069574864e-02 -1.5382145549217869e-02 1.2930798886882314e-01 1.1792460121180084e-17 -9.9148019278251750e-17 4.9052609264804050e+03 4 12 8 -1.6250000000000000e+00 1.5000000000000002e-01 1.0000000000000000e+00 -4.5000000000000000e+00
9.9999822172058994e-01 1.1796943978542305e+00 1.5000000000000002e-01 1.0000000000000000e+00 9.7500000000000000e+02 3.9457365079391321e-02 8.5731876587517880e-02 -5.8622612584556363e-17 -5.4044853835251714e-03 4.4861850462913432e-02 -1.1761080503067393e-02 9.7492957090580507e-02 8.0458642515640822e-18 -6.6668476836115059e-17 9.6921608181875199e+03 4 12 12 -1.6250000000000000e+00 1.5000000000000002e-01 1.0000000000000000e+00 -5.7500000000000000e+00
